L 01/06/2021 - 00:28:47: Log file started (file "cstrike/addons/amxmodx/logs/CVARmenu.log") (game "cstrike") (amx "1.9.0.5271")
L 01/17/2021 - 18:45:13: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/17/2021 - 18:45:17: [OFFICIAL] ADMIN Osiris seteaza cvar sv_maxunlag = 0.1 .
L 01/17/2021 - 18:45:17: [OFFICIAL] ADMIN Osiris seteaza cvar sv_maxunlag = 0.5 .
L 01/17/2021 - 18:45:17: [OFFICIAL] ADMIN Osiris seteaza cvar sv_maxunlag = 1 .
L 01/17/2021 - 18:45:17: [OFFICIAL] ADMIN Osiris seteaza cvar sv_maxunlag = 1.5 .
L 01/17/2021 - 18:45:19: [OFFICIAL] ADMIN Osiris seteaza cvar sv_unlag = 0 .
L 01/17/2021 - 18:45:19: [OFFICIAL] ADMIN Osiris seteaza cvar sv_unlag = 1 .
L 01/17/2021 - 19:02:41: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/17/2021 - 19:02:41: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/17/2021 - 19:02:43: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/17/2021 - 19:07:04: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/17/2021 - 19:20:27: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/17/2021 - 19:33:53: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/17/2021 - 19:37:07: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/17/2021 - 19:37:07: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/17/2021 - 19:37:07: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/17/2021 - 19:43:17: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/17/2021 - 20:10:41: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/17/2021 - 20:10:42: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/17/2021 - 21:09:25: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/17/2021 - 21:09:45: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 60 .
L 01/17/2021 - 21:09:46: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 999 .
L 01/17/2021 - 21:09:47: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 300 .
L 01/17/2021 - 21:17:11: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/17/2021 - 21:17:12: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/17/2021 - 21:17:14: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/17/2021 - 21:17:14: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/17/2021 - 21:17:14: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/17/2021 - 21:17:15: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/17/2021 - 21:40:10: [OFFICIAL] ADMIN Andreea. seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 11:06:00: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 11:06:01: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/18/2021 - 12:14:10: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 12:14:10: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/18/2021 - 13:34:40: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 13:34:41: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/18/2021 - 14:43:15: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 60 .
L 01/18/2021 - 14:43:15: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 999 .
L 01/18/2021 - 14:43:16: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 300 .
L 01/18/2021 - 14:58:07: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 14:58:07: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/18/2021 - 15:07:18: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/18/2021 - 15:07:18: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/18/2021 - 15:07:18: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/18/2021 - 15:44:02: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/18/2021 - 15:44:03: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/18/2021 - 15:44:06: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/18/2021 - 15:44:06: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/18/2021 - 15:44:06: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/18/2021 - 15:44:07: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/18/2021 - 16:16:51: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 16:16:52: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/18/2021 - 17:23:46: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/18/2021 - 17:23:46: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/18/2021 - 17:23:55: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/18/2021 - 17:23:55: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/18/2021 - 17:23:55: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/18/2021 - 17:23:56: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/18/2021 - 17:40:12: [OFFICIAL] ADMIN Andreea. seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 17:40:13: [OFFICIAL] ADMIN Andreea. seteaza cvar mp_timelimit = 0 .
L 01/18/2021 - 18:05:33: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 60 .
L 01/18/2021 - 18:05:33: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 999 .
L 01/18/2021 - 18:05:33: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 300 .
L 01/18/2021 - 18:05:34: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 60 .
L 01/18/2021 - 18:05:34: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 999 .
L 01/18/2021 - 18:14:06: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 18:16:03: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/18/2021 - 20:00:14: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/18/2021 - 20:00:14: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/18/2021 - 20:00:20: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/18/2021 - 20:29:56: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 20:57:32: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/18/2021 - 21:38:28: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/18/2021 - 21:38:29: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/18/2021 - 22:27:37: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/18/2021 - 22:41:02: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/18/2021 - 22:41:03: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/18/2021 - 23:04:14: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/18/2021 - 23:49:12: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/18/2021 - 23:49:12: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/18/2021 - 23:49:13: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/19/2021 - 02:13:43: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/19/2021 - 02:15:29: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/19/2021 - 02:15:30: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 02:15:31: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 25 .
L 01/19/2021 - 02:15:31: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 02:15:32: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 11:21:13: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 11:21:13: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 11:46:07: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/19/2021 - 11:46:08: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/19/2021 - 11:46:09: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/19/2021 - 11:46:15: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_c4timer = 45 .
L 01/19/2021 - 11:46:18: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_c4timer = 15 .
L 01/19/2021 - 11:46:19: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_c4timer = 35 .
L 01/19/2021 - 11:46:29: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/19/2021 - 11:46:29: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/19/2021 - 12:32:40: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 12:32:42: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 13:04:10: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 13:04:10: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 14:22:51: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 14:22:52: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 15:14:53: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 15:14:53: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 16:18:33: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 16:18:34: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 17:42:47: [OFFICIAL] ADMIN TRENd seteaza cvar sv_unlag = 0 .
L 01/19/2021 - 17:42:48: [OFFICIAL] ADMIN TRENd seteaza cvar sv_unlag = 1 .
L 01/19/2021 - 17:43:38: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 17:43:39: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 18:01:28: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 35 .
L 01/19/2021 - 18:01:28: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 0 .
L 01/19/2021 - 18:04:32: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 60 .
L 01/19/2021 - 18:04:32: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 999 .
L 01/19/2021 - 18:04:32: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 300 .
L 01/19/2021 - 18:04:33: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 60 .
L 01/19/2021 - 18:04:33: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 999 .
L 01/19/2021 - 19:39:15: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 11:40:39: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 11:40:39: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/20/2021 - 11:50:48: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar amx_vipgold_everyone = 1 .
L 01/20/2021 - 13:20:29: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 13:20:29: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/20/2021 - 13:21:16: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 13:21:17: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/20/2021 - 13:21:23: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar amx_vipgold_everyone = 1 .
L 01/20/2021 - 15:11:44: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 15:11:45: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/20/2021 - 15:24:27: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/20/2021 - 15:24:28: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/20/2021 - 15:24:28: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/20/2021 - 15:27:52: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 15:27:54: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/20/2021 - 15:28:48: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/20/2021 - 15:28:49: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/20/2021 - 15:28:49: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/20/2021 - 15:32:05: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/20/2021 - 15:32:05: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/20/2021 - 15:32:05: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/20/2021 - 16:13:23: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_restart = 3 .
L 01/20/2021 - 16:15:20: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/20/2021 - 16:15:21: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/20/2021 - 16:15:21: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/20/2021 - 16:18:01: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/20/2021 - 16:18:01: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/20/2021 - 16:18:01: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/20/2021 - 17:12:16: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 17:12:16: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/20/2021 - 18:57:50: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 19:36:22: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/20/2021 - 19:36:23: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/20/2021 - 19:50:05: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/20/2021 - 19:50:13: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/20/2021 - 20:22:27: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/20/2021 - 20:22:27: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/20/2021 - 20:54:52: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/20/2021 - 20:54:52: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/20/2021 - 20:54:52: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/20/2021 - 21:04:19: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/20/2021 - 21:14:12: [OFFICIAL] ADMIN blioshele seteaza cvar mp_freezetime = 5 .
L 01/20/2021 - 21:14:13: [OFFICIAL] ADMIN blioshele seteaza cvar mp_freezetime = 0 .
L 01/20/2021 - 21:14:20: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 2 .
L 01/20/2021 - 21:14:21: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 5 .
L 01/20/2021 - 21:14:21: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 0 .
L 01/20/2021 - 21:55:17: [OFFICIAL] ADMIN blioshele seteaza cvar mp_freezetime = 2 .
L 01/20/2021 - 21:55:19: [OFFICIAL] ADMIN blioshele seteaza cvar mp_freezetime = 5 .
L 01/20/2021 - 21:55:19: [OFFICIAL] ADMIN blioshele seteaza cvar mp_freezetime = 0 .
L 01/20/2021 - 21:55:20: [OFFICIAL] ADMIN blioshele seteaza cvar mp_freezetime = 2 .
L 01/20/2021 - 21:55:37: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/20/2021 - 23:16:04: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_restart = 3 .
L 01/21/2021 - 09:34:21: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/21/2021 - 09:34:21: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/21/2021 - 09:34:22: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/21/2021 - 12:01:58: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 35 .
L 01/21/2021 - 12:01:58: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 0 .
L 01/21/2021 - 13:24:51: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/21/2021 - 14:32:40: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/21/2021 - 14:43:30: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/21/2021 - 14:43:31: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/21/2021 - 16:35:21: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/21/2021 - 16:45:19: [OFFICIAL] ADMIN WatcH mE seteaza cvar sv_maxunlag = 0.1 .
L 01/21/2021 - 16:45:19: [OFFICIAL] ADMIN WatcH mE seteaza cvar sv_maxunlag = 0.5 .
L 01/21/2021 - 16:45:20: [OFFICIAL] ADMIN WatcH mE seteaza cvar sv_maxunlag = 1 .
L 01/21/2021 - 16:45:20: [OFFICIAL] ADMIN WatcH mE seteaza cvar sv_maxunlag = 1.5 .
L 01/21/2021 - 16:45:20: [OFFICIAL] ADMIN WatcH mE seteaza cvar sv_maxunlag = 0.1 .
L 01/21/2021 - 16:45:21: [OFFICIAL] ADMIN WatcH mE seteaza cvar sv_maxunlag = 0.5 .
L 01/21/2021 - 16:45:21: [OFFICIAL] ADMIN WatcH mE seteaza cvar sv_maxunlag = 1 .
L 01/21/2021 - 18:49:33: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/21/2021 - 18:49:33: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/21/2021 - 18:49:34: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/21/2021 - 18:54:26: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/21/2021 - 18:54:26: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/21/2021 - 18:54:26: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/21/2021 - 19:11:53: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 60 .
L 01/21/2021 - 19:11:53: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 999 .
L 01/21/2021 - 19:11:54: [OFFICIAL] ADMIN MiXtApPe seteaza cvar sv_timeout = 300 .
L 01/21/2021 - 21:24:30: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 5 .
L 01/21/2021 - 21:24:31: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 0 .
L 01/21/2021 - 23:05:30: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_freezetime = 2 .
L 01/22/2021 - 01:56:00: [OFFICIAL] ADMIN zEn seteaza cvar sv_restart = 3 .
L 01/22/2021 - 10:40:22: [OFFICIAL] ADMIN Mr.Heineken seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 10:40:23: [OFFICIAL] ADMIN Mr.Heineken seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 11:53:50: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 11:53:51: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 11:54:01: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/22/2021 - 11:54:01: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/22/2021 - 13:07:59: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 13:08:00: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 13:51:39: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 13:51:39: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 14:04:46: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_restart = 3 .
L 01/22/2021 - 15:45:08: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 15:45:37: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 15:45:37: [OFFICIAL] ADMIN fyzt1C seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 16:54:50: [OFFICIAL] ADMIN Didi seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 16:54:51: [OFFICIAL] ADMIN Didi seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 17:46:51: [OFFICIAL] ADMIN MiXtApPe seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 17:46:52: [OFFICIAL] ADMIN MiXtApPe seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 17:46:52: [OFFICIAL] ADMIN MiXtApPe seteaza cvar mp_timelimit = 25 .
L 01/22/2021 - 17:46:52: [OFFICIAL] ADMIN MiXtApPe seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 17:46:53: [OFFICIAL] ADMIN MiXtApPe seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 17:46:53: [OFFICIAL] ADMIN MiXtApPe seteaza cvar mp_timelimit = 25 .
L 01/22/2021 - 18:05:46: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 60 .
L 01/22/2021 - 18:05:47: [OFFICIAL] ADMIN fyzt1C seteaza cvar sv_timeout = 999 .
L 01/22/2021 - 20:55:34: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 21:19:08: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 21:19:10: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 21:29:37: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 5 .
L 01/22/2021 - 21:29:37: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_freezetime = 0 .
L 01/22/2021 - 21:49:07: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/22/2021 - 21:49:07: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/22/2021 - 22:05:54: [OFFICIAL] ADMIN blioshele seteaza cvar mp_freezetime = 2 .
L 01/23/2021 - 01:29:33: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar sv_restart = 3 .
L 01/23/2021 - 01:59:29: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/23/2021 - 11:52:40: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 11:52:41: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/23/2021 - 12:56:04: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/23/2021 - 12:56:04: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
