L 01/06/2021 - 00:28:47: Log file started (file "cstrike/addons/amxmodx/logs/CVARmenu.log") (game "cstrike") (amx "1.9.0.5271")
L 01/26/2021 - 20:02:41: [OFFICIAL] ADMIN Didi seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 20:25:20: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/26/2021 - 20:25:21: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/26/2021 - 20:25:21: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/26/2021 - 20:25:23: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/26/2021 - 20:25:23: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/26/2021 - 21:40:09: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 25 .
L 01/26/2021 - 21:40:10: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/26/2021 - 23:09:01: [OFFICIAL] ADMIN Didi seteaza cvar sv_restart = 3 .
L 01/26/2021 - 23:15:41: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_freezetime = 2 .
L 01/26/2021 - 23:29:37: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/26/2021 - 23:29:37: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/26/2021 - 23:29:38: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/27/2021 - 06:42:05: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/27/2021 - 06:42:05: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/27/2021 - 06:42:08: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/27/2021 - 06:42:08: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/27/2021 - 06:42:08: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/27/2021 - 06:42:10: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/27/2021 - 06:44:55: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 1 .
L 01/27/2021 - 06:44:58: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 0 .
L 01/27/2021 - 06:44:59: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 1 .
L 01/27/2021 - 06:47:06: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 0 .
L 01/27/2021 - 07:04:51: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 300 .
L 01/27/2021 - 07:04:52: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 60 .
L 01/27/2021 - 07:04:52: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_timeout = 999 .
L 01/27/2021 - 07:10:38: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 25 .
L 01/27/2021 - 07:10:38: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 07:10:39: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/27/2021 - 11:20:59: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 11:21:00: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/27/2021 - 12:41:52: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 12:41:53: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/27/2021 - 13:43:01: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/27/2021 - 13:43:01: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/27/2021 - 13:43:01: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/27/2021 - 13:43:02: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/27/2021 - 13:43:03: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/27/2021 - 14:00:00: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 14:00:01: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/27/2021 - 15:09:55: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/27/2021 - 15:09:56: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/27/2021 - 15:09:57: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/27/2021 - 15:19:11: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 15:19:11: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/27/2021 - 15:51:02: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/27/2021 - 15:51:02: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/27/2021 - 15:51:02: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/27/2021 - 16:28:30: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 16:28:31: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/27/2021 - 17:34:19: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 17:34:20: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/27/2021 - 18:40:08: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 18:40:08: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 0 .
L 01/27/2021 - 19:33:02: [OFFICIAL] ADMIN Mr.Heineken seteaza cvar sv_restart = 3 .
L 01/27/2021 - 19:49:21: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/27/2021 - 19:49:24: [OFFICIAL] ADMIN Osiris seteaza cvar sv_unlag = 0 .
L 01/27/2021 - 19:49:25: [OFFICIAL] ADMIN Osiris seteaza cvar sv_unlag = 1 .
L 01/27/2021 - 19:49:28: [OFFICIAL] ADMIN Osiris seteaza cvar sv_maxunlag = 0.1 .
L 01/27/2021 - 19:49:29: [OFFICIAL] ADMIN Osiris seteaza cvar sv_maxunlag = 0.5 .
L 01/27/2021 - 19:49:29: [OFFICIAL] ADMIN Osiris seteaza cvar sv_maxunlag = 1 .
L 01/27/2021 - 19:49:29: [OFFICIAL] ADMIN Osiris seteaza cvar sv_maxunlag = 1.5 .
L 01/27/2021 - 20:37:16: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/27/2021 - 21:23:09: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 21:48:16: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/27/2021 - 23:23:04: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/27/2021 - 23:23:04: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/27/2021 - 23:23:04: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/28/2021 - 05:48:54: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 1 .
L 01/28/2021 - 11:22:26: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 11:22:26: [OFFICIAL] ADMIN WatcH mE seteaza cvar mp_timelimit = 0 .
L 01/28/2021 - 12:28:10: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 12:28:10: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/28/2021 - 12:33:45: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 60 .
L 01/28/2021 - 12:33:45: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 999 .
L 01/28/2021 - 12:33:46: [OFFICIAL] ADMIN DaN'EllA seteaza cvar sv_timeout = 300 .
L 01/28/2021 - 13:17:34: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_autoteambalance = 1 .
L 01/28/2021 - 13:27:19: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 13:27:19: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/28/2021 - 14:05:44: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar sv_restart = 3 .
L 01/28/2021 - 14:14:58: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 0 .
L 01/28/2021 - 14:15:01: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_autoteambalance = 1 .
L 01/28/2021 - 15:03:04: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 0 .
L 01/28/2021 - 15:03:04: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_unlag = 1 .
L 01/28/2021 - 15:03:06: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.1 .
L 01/28/2021 - 15:03:06: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 0.5 .
L 01/28/2021 - 15:03:06: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1 .
L 01/28/2021 - 15:03:06: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar sv_maxunlag = 1.5 .
L 01/28/2021 - 15:57:46: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 15:57:47: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 0 .
L 01/28/2021 - 17:00:38: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 17:00:38: [OFFICIAL] ADMIN Osiris seteaza cvar mp_timelimit = 0 .
L 01/28/2021 - 17:00:38: [OFFICIAL] ADMIN Osiris seteaza cvar mp_autoteambalance = 1 .
L 01/28/2021 - 18:30:41: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 18:30:42: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/28/2021 - 19:00:17: [OFFICIAL] ADMIN Didi seteaza cvar mp_autoteambalance = 1 .
L 01/28/2021 - 19:00:47: [OFFICIAL] ADMIN Didi seteaza cvar mp_autoteambalance = 0 .
L 01/28/2021 - 19:14:45: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 19:14:46: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 0 .
L 01/28/2021 - 19:25:44: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/28/2021 - 19:25:44: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/28/2021 - 19:25:45: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/28/2021 - 19:26:22: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/28/2021 - 19:48:07: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_freezetime = 5 .
L 01/28/2021 - 19:48:08: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_freezetime = 0 .
L 01/28/2021 - 19:53:00: [OFFICIAL] ADMIN blioshele seteaza cvar mp_autoteambalance = 1 .
L 01/28/2021 - 20:10:13: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 20:44:21: [OFFICIAL] ADMIN bUbUkIsS:* seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 21:13:29: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/28/2021 - 21:13:29: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/28/2021 - 21:13:29: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/28/2021 - 21:16:50: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar sv_timeout = 60 .
L 01/28/2021 - 21:16:51: [OFFICIAL] ADMIN oarba_dupa_tine seteaza cvar sv_timeout = 999 .
L 01/28/2021 - 21:31:00: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 300 .
L 01/28/2021 - 21:31:00: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 60 .
L 01/28/2021 - 21:31:00: [OFFICIAL] ADMIN blioshele seteaza cvar sv_timeout = 999 .
L 01/28/2021 - 22:00:03: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_timelimit = 35 .
L 01/28/2021 - 22:38:52: [OFFICIAL] ADMIN DaN'EllA seteaza cvar mp_freezetime = 2 .
